provinces;area;municipalities;wards;stations;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Bill Ganto Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;016;AM Tapa Senior Secondary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;016;Ann Shaw Creche Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;016;Cwaru Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Njwaxa Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Mbizana Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Josi-Marela Senior Secondary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Dikidikana Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Zwelimjongile Senior Secondary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Washington Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Bhongwelihle Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Mgxotyeni Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Siseko High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Knox Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Mdizeni Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Qamdobowa Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Mnqaba Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Saki Commuinity  Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Mxumbu Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Qanda Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Sabane Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Zigodlo Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Qibira Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Zalaze Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Zihlahleni Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Nongwane Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Ntonga Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;017;Dawuwa Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Tyara Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;001;Ndindwa Combined School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Pakama  Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Ngqolowa Shed Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Sityi Combined School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Ntlanganweni Junior Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Knapsope United Congregational Church;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Banzi Church /School Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;016;Upper Regu School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;015;Mxhamli Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;015;Tyutyuza Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;010;Mdlankomo Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Dishi Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Imvisiswano Junior Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;014;Ingwenya Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;015;Masakhe Creche;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;016;Ngele Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;013;Qomfo Lower And High Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Balfour Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Fairbairn Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;004;Mzamomhle Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Readsdale Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;007;Mankazana Ucc Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Buxton Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;007;Amherst Farm House;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;004;Masakhane Stores;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Katberg Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;004;Hertzog Primer;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;004;Tambokiesvleis Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Maasdorp Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;004;Platform Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Nojoli  Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Blackhood  Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Phillipton Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;010;George Mqalo High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;010;Siyabonga High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Impey Siwisa School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Festile Soga Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;015;Thulisile Lower Primary Frances;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;002;Imingcangathelo High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;005;Masivuye Lower Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;005;Mpambanimzimba High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;005;Roxeni Presbyterian Church Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;003;Gobizembe High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Dalubuhle High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Sheshegu Lower And Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Siphumile Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;010;Sompondo Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;010;Binfield Park Combined School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Amabhele High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Sisonke Lower Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Double Drift Nature Reserve;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;011;Yamala Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Ceaser Mlumbi Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;005;Edikeni Lower/Higher Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;010;Amakhuze Tribal Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Mcfarlane Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Elukhanyisweni High School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Gwali  Lower Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;015;Ncerezantsi Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Melani Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;005;Mavuso Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;011;Gubura Presbyterian Church;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;012;Ncera Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Sivuyisiwe Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;002;Upper Gqumashe L/H Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Balura Primary School;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;018;Tukulu Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Kolomani Community Hall;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;009;Grafton Shearing Shed;
Eastern Cape;EC41: Raymond Mhlaba;Raymond Mhlaba;004;Crab-Bush;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Berlin Town Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;025;Phakamisa Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Ginsberg Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Schornville Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;War Memorial Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Breidbach Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Thembalesizwe Senior Secondary  School;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Sosebenza Lower Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;025;Nzondelelo Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;041;Qaqamba Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;041;Zwelitsha Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;041;Or Tambo Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;041;Nobantu Lower Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;West Bank Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;025;Phakamisa Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;Richard Varha Senior Secondary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Archie Velile High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;Polar Park Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;Nobuntu Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;Moses Twebe Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Kuyasa High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Dimbaza Lower Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Roji Skenjana Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Bisho Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;025;Ngqika Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Sweetwaters Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;Kwasa Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;Polar Park East Grounds Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;034;St Johns Apostolic Faith Mission Of Sa;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Ginsberg Community Centre;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;King Williams Town - Town Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Balasi Sports Ground Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Sewendeland Workshop Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;041;Thembalabantu High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Ilitha Community Development Trust;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Weir Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Brownlee Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Imigudu Junior/Senior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Good News Christian Church;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;Central Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Sinako Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Tyutyu Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;041;Hector Peterson High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Sweetwaters Community Centre;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Fundisa Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Qhalashe Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Siyathemba  Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Nobutho Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Zukile Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Tshabo 2 Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Dongwe Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Fort Murray Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;049;Ekuphumleni Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Mxhalanga Lower/Higher School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Imiqhayi High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Siyazama High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Ncemera Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Mbombo Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Tshatshu Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Balasi Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Nomgwadla Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Siyaqala Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Hoho High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;049;Mpumelelo High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;025;Masikhanyise Higher  Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;049;Sizamile High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;044;Tshatshu Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Pirie Mission Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Dubu Lower & Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Phillip Mzamo Senior Secondary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Masele Lower / Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Shushu Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Nonibe Lower Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Emdizeni Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Noncampa Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Nomvuzo Junior And Senior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Nakani Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;049;Enoch Sontonga Senior Secondary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Athenkosi Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Mlakalaka Lower / Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;Tolofiyeni Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Bulembu Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Zama Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Zukhanye Junior Secondary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Jikolo Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Nonto Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Bonke Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;049;Ndevana Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Sobi Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Jityaza Combined Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Andile Ntsepe Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Zinyoka Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;Mgqakwebe Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Bulelani Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Ndileka Lower / Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;Harperton Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;045;Skobeni Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Quzini Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Mamata Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Mzintshane Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Rhayi Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Mnqesha Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Qongqotha Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;St Thomas Catholic Church Community Centre;
Eastern Cape;EC42: King Williams Town;Buffalo City;039;Sesethu Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Mzontsundu Senior Seconday School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Zikhalini Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Silositsha Community Hall;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Tyutyu Village Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Apostolic Faith Mission Of Sa;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Nonzame Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Bizokhulu Lower/Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;Kusile Lower Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;037;Noluvo Day Care Centre;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Lukhanyo Senior Secondary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Godidi Lower And Senior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Phillip Mtywaku High School;
Eastern Cape;EC42: King Williams Town;Buffalo City;040;Jubisa Lower & Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;036;Zabalaza Lower & Higher Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;038;Ngqeleni Tent;
Eastern Cape;EC42: King Williams Town;Buffalo City;043;Bhaliti Junior Primary School;
Eastern Cape;EC42: King Williams Town;Buffalo City;035;Luyteville Lower/Higher Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;004;Cathcart Town Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;005;Kati-Kati Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;004;Goshen Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;004;Anta Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;004;Tweedale Shearing Shed;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;005;Kei Mouth Town Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;005;Icwili  Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;005;Morgan Bay Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;008;Kei Road Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;008;Kei Road Library;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;001;Sivuyile Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;011;Khayalabantu Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;002;Lungelolethu Lower/Higher Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;001;Masonwabe Lower And Higher Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;002;Nokuzola Lower Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;002;Asembley Of God Church;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;006;Komga Town Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;007;Siviwe Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;007;Morgenster Junior Secondary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;006;Komga Great Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;007;Zone 10 Tent;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;013;Siyakhula High School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;014;Sikhulule Public School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;015;Mlungisi Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;014;Mlungisi Public School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;015;Nomathemba Lower Primary School;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;006;Amatollaville;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;006;Temporary Voting Station (Ohlsons Drift Farm)-Tent;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;013;Kologha Creche;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;005;Haga Haga Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;001;Cintsa Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;001;Cintsa Country Club;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;005;The Hart Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Amahlathi;004;GH Cotterrell Barn;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;004;Lusasa Combined School;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;004;Mzwini Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;002;Ngxingxolo Public School;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;003;Nyarha Community Hall;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;002;Cefane Public School;
Eastern Cape;EC43: Amahlathi - Great Kei;Great Kei;001;Bulugha Farm School;
